node,number_of_visits
029271159X,0.0001101
1570627452,0.00011
B00004SGT4,0.00011
0967666902,0.00011
0451524977,0.0001099
0786100257,0.0001099
0553260847,0.0001099
0192876074,0.0001099
0883473240,0.0001099
0460873563,0.0001097
0471384542,0.0001097
0156028719,0.0001097
0877281491,0.0001097
1880032627,0.0001097
0070460639,0.0001096
0910627096,0.0001096
1930097239,0.0001096
1882591291,0.0001096
1401901123,0.0001096
0743525035,0.0001095
0127050418,0.0001094
0471379077,0.0001094
0465073514,0.0001094
158063205X,0.0001093
0809231026,0.0001093
0029183316,0.0001092
0694519200,0.0001092
0465085881,0.0001092
1559391421,0.0001092
078795666X,0.0001092
0425098478,0.0001091
1570623430,0.0001091
0892214910,0.000109
0877739218,0.0001089
1571742255,0.0001089
0140390529,0.0001089
1567310001,0.0001089
0252069668,0.0001089
0449901572,0.0001089
0312152272,0.0001088
1571743596,0.0001088
0743442202,0.0001088
0870673629,0.0001088
0887309143,0.0001088
0887309984,0.0001088
0865433615,0.0001087
1853672491,0.0001087
0375409122,0.0001087
1561703737,0.0001087
0962911925,0.0001086
0465024750,0.0001086
0460873571,0.0001086
0465045669,0.0001086
1558606785,0.0001086
1880692333,0.0001085
0062732781,0.0001084
0891415750,0.0001084
0898799775,0.0001083
0316735612,0.0001083
0963345427,0.0001083
0931432138,0.0001082
0679441247,0.0001082
0671791931,0.0001081
0671791745,0.0001081
0891343377,0.0001081
0140272798,0.0001081
0691056579,0.0001081
0375406697,0.0001081
0449225038,0.0001081
0871319063,0.000108
0684851954,0.000108
0691018545,0.000108
0195014766,0.000108
0452278015,0.000108
0262133822,0.000108
193081920X,0.000108
0380002450,0.0001079
0465016103,0.0001079
0446675466,0.0001079
1567310036,0.0001079
0887309445,0.0001079
0814471013,0.0001078
1568843224,0.0001077
0312010443,0.0001077
0671639781,0.0001076
0609606786,0.0001076
1564145751,0.0001075
0694515957,0.0001075
0553374443,0.0001075
1859848982,0.0001075
0553081322,0.0001075
068485743X,0.0001074
0822526883,0.0001074
0192834371,0.0001074
0929071557,0.0001074
0875848745,0.0001073
068483460X,0.0001073
0566076896,0.0001073
0385316496,0.0001073
0553456342,0.0001073
0066619947,0.0001073
0028629302,0.0001072
0312084463,0.0001072
0140447571,0.0001072
0471157503,0.0001072
0738702544,0.0001072
0674069161,0.0001072
0449908852,0.0001072
0439313899,0.0001072
1577312392,0.0001072
1589392604,0.0001071
0471403083,0.0001071
0525936769,0.000107
0060196211,0.000107
0912576138,0.000107
1568600739,0.000107
0613140982,0.000107
0312155549,0.000107
1585670839,0.000107
0877734526,0.0001069
1578566851,0.0001069
1400100674,0.0001069
0805418458,0.0001069
B00007FYI3,0.0001068
0759671605,0.0001068
1578565529,0.0001068
1568380437,0.0001068
0446391069,0.0001068
0553370715,0.0001068
0452276829,0.0001068
1572241268,0.0001068
1580623034,0.0001068
0553274864,0.0001068
1890651044,0.0001067
0844244945,0.0001067
1559276134,0.0001067
0449901815,0.0001066
0471384550,0.0001066
0471084646,0.0001066
1576750337,0.0001066
0684872560,0.0001065
158062538X,0.0001065
0553374125,0.0001065
0679434992,0.0001065
0877735158,0.0001065
1565112717,0.0001065
1586210378,0.0001065
0066620627,0.0001065
073520179X,0.0001064
0394588797,0.0001064
0966854608,0.0001064
1879384493,0.0001064
1572307269,0.0001064
0374528004,0.0001063
0875421245,0.0001063
0471369209,0.0001063
0688153879,0.0001063
0071359982,0.0001063
0806518871,0.0001062
0066621038,0.0001062
1556815387,0.0001062
B00005A3K7,0.0001062
0201433311,0.0001062
0811908399,0.0001062
0471418293,0.0001062
0071382321,0.0001061
0671660772,0.0001061
156170279X,0.0001061
0029175860,0.0001061
0966963563,0.0001061
0671579592,0.0001061
0968492819,0.0001061
0741406101,0.0001061
1559276177,0.000106
0312254407,0.000106
0321130073,0.000106
1570427526,0.000106
087542127X,0.000106
0963869558,0.000106
0887305083,0.000106
067150603X,0.000106
0767902963,0.0001059
1555251161,0.0001059
0879753366,0.0001059
0688140718,0.0001059
0883910349,0.0001058
0231119151,0.0001058
0471080721,0.0001058
0874778549,0.0001057
0195015401,0.0001057
1559638346,0.0001057
0553712942,0.0001057
1853267813,0.0001057
0761508600,0.0001057
0891417133,0.0001057
0226327728,0.0001057
0486421309,0.0001056
0809178583,0.0001056
0941599264,0.0001056
0449909581,0.0001056
0471441538,0.0001056
0786118105,0.0001056
0060905638,0.0001056
0395530075,0.0001056
0671796658,0.0001056
0553270443,0.0001056
0915132397,0.0001056
0875420575,0.0001055
0865433623,0.0001055
1577310802,0.0001055
0471510335,0.0001055
0060527153,0.0001055
0060194294,0.0001054
0688178057,0.0001054
1588276686,0.0001054
0201793040,0.0001054
0312310137,0.0001054
0743520130,0.0001053
0385024363,0.0001053
0743517806,0.0001053
1880032619,0.0001053
0066620562,0.0001052
1561706531,0.0001052
0671520679,0.0001052
1559270608,0.0001052
0385292163,0.0001052
0887306470,0.0001052
0595210554,0.0001051
0671520601,0.0001051
1586214705,0.0001051
0140444785,0.0001051
1403380732,0.0001051
0684870304,0.0001051
1559947500,0.000105
1882591046,0.000105
0553272454,0.000105
0782140203,0.000105
0613181212,0.000105
1590400194,0.000105
0192836692,0.000105
1565922824,0.000105
0876305478,0.000105
0964883937,0.0001049
0028633830,0.0001049
0060527161,0.0001049
1577310233,0.0001049
0929765737,0.0001049
1885167407,0.0001049
078580904X,0.0001048
1891686151,0.0001048
0028629434,0.0001048
0446525685,0.0001048
1570250723,0.0001048
0192834983,0.0001047
0913543705,0.0001047
1564145905,0.0001047
0919345638,0.0001047
1577310276,0.0001047
1899836101,0.0001047
155860569X,0.0001047
0553214144,0.0001047
0465045219,0.0001046
0446523534,0.0001046
0071348166,0.0001046
0375416285,0.0001046
0395631246,0.0001045
0800750101,0.0001045
067102101X,0.0001045
0517884070,0.0001045
0694524859,0.0001045
0273643800,0.0001045
0385260946,0.0001045
0446678333,0.0001045
0312904436,0.0001045
074350917X,0.0001045
1566091594,0.0001045
1583331069,0.0001045
0694522120,0.0001045
0071379444,0.0001044
0761511717,0.0001044
0879753374,0.0001044
0738702269,0.0001044
1576751600,0.0001044
1565548574,0.0001044
0787903418,0.0001044
0787955671,0.0001044
0262621088,0.0001044
0446673773,0.0001044
073930268X,0.0001044
0761521631,0.0001044
0688140483,0.0001044
0875161022,0.0001043
1567187986,0.0001043
0670030767,0.0001043
0192853732,0.0001043
0595145000,0.0001043
007006606X,0.0001043
0811908402,0.0001043
052135448X,0.0001043
0658012010,0.0001043
0135179882,0.0001042
1559945443,0.0001042
0912576111,0.0001042
0671605194,0.0001042
0786101946,0.0001042
1559946725,0.0001042
0142000566,0.0001042
0071348271,0.0001041
0553260057,0.0001041
0380731762,0.0001041
087131813X,0.0001041
0743529014,0.0001041
0872201783,0.0001041
0694516287,0.0001041
0471645281,0.0001041
1567186254,0.0001041
0465082807,0.000104
007003060X,0.000104
0735201242,0.000104
0684838230,0.000104
0195158067,0.000104
0962992372,0.000104
0385042353,0.0001039
0132157578,0.0001039
0764550942,0.0001039
0671634062,0.0001039
0883659883,0.0001039
0941188701,0.0001039
1576752445,0.0001039
0812929004,0.0001039
0670865303,0.0001039
0380807971,0.0001039
1567184243,0.0001039
0394298292,0.0001038
0553381423,0.0001038
0812862635,0.0001038
1582970440,0.0001038
0312143435,0.0001038
0962465674,0.0001038
013388158X,0.0001038
0671027034,0.0001038
0471283274,0.0001037
1555424112,0.0001037
0963617370,0.0001037
0385299850,0.0001037
0875165389,0.0001037
1889051128,0.0001037
1580621856,0.0001036
0300076754,0.0001036
0738203874,0.0001036
088730687X,0.0001036
1582911037,0.0001036
0874770858,0.0001036
0192835971,0.0001036
0451164695,0.0001036
0966492439,0.0001036
0814450369,0.0001035
0684868067,0.0001035
0028485009,0.0001035
0486268675,0.0001035
1586214713,0.0001035
0671618601,0.0001035
0805057544,0.0001034
0805063897,0.0001034
0684855011,0.0001034
0449214931,0.0001034
B000062UII,0.0001034
1878424319,0.0001034
0887306160,0.0001033
0892811579,0.0001033
0071352937,0.0001033
0805832149,0.0001033
0394553705,0.0001033
0750640987,0.0001033
1890318426,0.0001033
0316340618,0.0001033
1570429596,0.0001033
0070383073,0.0001032
0963600117,0.0001032
0609805975,0.0001032
0743517792,0.0001032
0937382019,0.0001032
067186498X,0.0001032
0785811966,0.0001031
0449216616,0.0001031
047118229X,0.0001031
047129294X,0.0001031
0936894709,0.0001031
0130353094,0.0001031
0449908887,0.0001031
0449911918,0.0001031
0071359753,0.0001031
1591391261,0.000103
0806973064,0.000103
1563525240,0.000103
0671759159,0.000103
0694522392,0.000103
0029069386,0.000103
0020160224,0.000103
076150673X,0.000103
1564146170,0.0001029
0875848575,0.0001029
1578591147,0.0001029
0735201374,0.0001029
0671575589,0.0001029
0451156579,0.0001029
1403380716,0.0001029
0201353946,0.0001029
013066927X,0.0001028
0967223806,0.0001028
0446394831,0.0001028
1590070194,0.0001028
0873373693,0.0001028
1889964077,0.0001028
0671574248,0.0001028
038547492X,0.0001028
1880394219,0.0001028
0738204366,0.0001028
0449911578,0.0001027
157731090X,0.0001027
0875848923,0.0001027
0793166861,0.0001027
0425100006,0.0001027
0071385495,0.0001027
0948390557,0.0001027
088295055X,0.0001027
0877288321,0.0001026
0060921994,0.0001026
0446394106,0.0001026
0609607707,0.0001026
068483801X,0.0001026
1559948426,0.0001026
0688127088,0.0001026
1580620485,0.0001025
0684864061,0.0001025
0553277421,0.0001025
0553214063,0.0001025
0684824744,0.0001025
0714681326,0.0001025
0471403989,0.0001025
0066620058,0.0001025
0130328472,0.0001025
0887308422,0.0001025
1881052834,0.0001024
1559585013,0.0001024
0688170358,0.0001024
0471399973,0.0001024
0061330086,0.0001024
0887307655,0.0001024
1564144771,0.0001024
1568600631,0.0001024
0688172393,0.0001024
1561706094,0.0001024
0140242716,0.0001024
1570712190,0.0001023
1883697778,0.0001023
0553278258,0.0001023
0452280559,0.0001023
0962380423,0.0001023
0240804430,0.0001023
1574440888,0.0001023
0070341206,0.0001022
0671582089,0.0001022
0812098528,0.0001022
157851326X,0.0001022
0471401692,0.0001022
0071359168,0.0001022
1561704091,0.0001022
1559276010,0.0001022
0735711704,0.0001022
0060538244,0.0001022
0684839857,0.0001022
0811823644,0.0001022
0028637496,0.0001021
0966532503,0.0001021
0877735379,0.0001021
0764552929,0.0001021
0140195491,0.0001021
0749437979,0.0001021
0393956164,0.0001021
0226474089,0.0001021
0609809415,0.0001021
1580082238,0.0001021
1570427542,0.0001021
0451165209,0.0001021
0486266877,0.000102
1887178287,0.000102
1555972608,0.000102
020152385X,0.000102
0887307841,0.000102
1565634527,0.000102
0875161642,0.000102
0440503892,0.0001019
1586380052,0.0001019
1559947608,0.0001019
0883910330,0.0001019
0887309674,0.0001019
0226437760,0.0001019
0071351221,0.0001019
0842303383,0.0001019
0394298918,0.0001019
0694520233,0.0001019
0446526967,0.0001018
0964883902,0.0001018
1559948736,0.0001018
0521567971,0.0001018
0071353216,0.0001018
0679726136,0.0001018
0684823780,0.0001018
0823058581,0.0001018
0671574582,0.0001018
0873376080,0.0001018
1879505215,0.0001018
0520224566,0.0001018
0684826321,0.0001017
1558744177,0.0001017
0750674601,0.0001017
0743525914,0.0001017
0140150927,0.0001017
0914094432,0.0001017
0786198516,0.0001017
1559274093,0.0001017
0803265867,0.0001016
0892818050,0.0001016
0915556189,0.0001016
0071373373,0.0001016
1565114205,0.0001016
0471133922,0.0001016
0898155983,0.0001016
089529656X,0.0001016
1573922110,0.0001016
0898794714,0.0001016
0070113610,0.0001016
0684841835,0.0001016
0132341700,0.0001016
0743507800,0.0001015
0743525906,0.0001015
0809257300,0.0001015
0694523070,0.0001015
0385479999,0.0001015
0679442529,0.0001015
0877283974,0.0001015
0887309313,0.0001015
1576752402,0.0001015
B00003CXI4,0.0001014
076152911X,0.0001014
0060930780,0.0001014
067179809X,0.0001014
0891346511,0.0001014
0694523666,0.0001014
0814405037,0.0001014
0415146941,0.0001014
1565114450,0.0001014
1578660394,0.0001014
0964818116,0.0001014
078212187X,0.0001014
0029115752,0.0001013
0440582253,0.0001013
1879237326,0.0001013
1557502919,0.0001013
1559273887,0.0001013
0028642066,0.0001013
0195066618,0.0001013
1586214659,0.0001013
0830723358,0.0001013
0844232181,0.0001013
1930097441,0.0001013
1564966801,0.0001013
0842374272,0.0001012
007136434X,0.0001012
1572700432,0.0001012
0671764128,0.0001012
0195130626,0.0001012
155977505X,0.0001012
0738700010,0.0001012
0743526937,0.0001012
0201608235,0.0001011
0671635301,0.0001011
0140139966,0.0001011
0805070966,0.0001011
006254490X,0.0001011
0933062230,0.0001011
1555703704,0.0001011
0767903021,0.0001011
1578516447,0.0001011
1885167539,0.0001011
0471143146,0.0001011
0070526605,0.0001011
0446526800,0.000101
1581801955,0.000101
0674816242,0.000101
1586212567,0.000101
1563526298,0.000101
0449001113,0.000101
1929039026,0.000101
1555422535,0.0001009
0253211719,0.0001009
0875162967,0.0001009
0767902254,0.0001009
0942645006,0.0001009
1574883356,0.0001009
1570427534,0.0001009
0743509188,0.0001009
0140147896,0.0001009
1586214357,0.0001008
1857881702,0.0001008
0684838729,0.0001008
0787947644,0.0001008
1567181678,0.0001008
0787955124,0.0001008
0070718296,0.0001008
0838907814,0.0001007
0393046222,0.0001007
0195128087,0.0001007
0024096903,0.0001007
0811902552,0.0001007
0899664164,0.0001006
0877734976,0.0001006
0875164056,0.0001006
0471381403,0.0001006
1588720101,0.0001006
0940687003,0.0001006
1561700576,0.0001005
0446527394,0.0001005
1565112601,0.0001005
0873481402,0.0001005
1559276924,0.0001005
0787950777,0.0001005
0446671800,0.0001005
0671510738,0.0001004
0898061822,0.0001004
0553353896,0.0001004
0609805886,0.0001004
1565112334,0.0001004
1567188257,0.0001004
0679424954,0.0001004
0399128298,0.0001004
1880559277,0.0001004
0764552090,0.0001004
1565544269,0.0001004
076455381X,0.0001003
0273656058,0.0001003
0961317744,0.0001003
0785242198,0.0001002
0694521183,0.0001002
1591840066,0.0001002
0787962554,0.0001002
1567183042,0.0001002
1559276126,0.0001002
0694523658,0.0001002
0919345662,0.0001002
0399524045,0.0001002
0674576330,0.0001002
0684872579,0.0001002
1558672125,0.0001002
0195099176,0.0001002
1582341087,0.0001001
0066214696,0.0001001
0811902129,0.0001001
0735202230,0.0001001
0882894005,0.0001001
0937539481,0.0001001
0671869760,0.0001001
0891348433,0.0001001
0195131444,0.0001001
157675118X,0.0001
1586210920,0.0001
0874771641,0.0001
0449911462,0.0001
0471028924,0.0001
0735201250,0.0001
0394402456,0.0001
0195112040,0.0001
068486407X,0.0001
0471382574,0.0001
0970225504,0.0001
0613080939,0.0001
0786865695,0.0001
0735711968,0.0001
093530066X,9.99e-05
1559276738,9.99e-05
1559276657,9.99e-05
0375700374,9.99e-05
156833172X,9.99e-05
0787947636,9.99e-05
0688067670,9.99e-05
0446393169,9.99e-05
0553347918,9.99e-05
0684842254,9.99e-05
0029213711,9.99e-05
0060954906,9.99e-05
0609607782,9.99e-05
1574531875,9.98e-05
031220955X,9.98e-05
0671886991,9.98e-05
0070066426,9.98e-05
0671799037,9.98e-05
0658020994,9.98e-05
0449001083,9.98e-05
140220051X,9.98e-05
1559942789,9.98e-05
006065273X,9.98e-05
006052944X,9.97e-05
0060503491,9.97e-05
1879831007,9.97e-05
013244609X,9.97e-05
0151001855,9.97e-05
0201898284,9.97e-05
0312195222,9.97e-05
155994840X,9.97e-05
0879803398,9.97e-05
031024823X,9.97e-05
1586210912,9.96e-05
0694523062,9.96e-05
1572241764,9.96e-05
B00005MOH2,9.96e-05
0937539414,9.96e-05
0694519197,9.96e-05
0786867299,9.96e-05
1891279009,9.96e-05
0971872317,9.95e-05
015100398X,9.95e-05
0963092197,9.95e-05
0812214110,9.95e-05
1560252758,9.95e-05
0385304234,9.95e-05
1559948760,9.95e-05
0618104682,9.95e-05
1561701645,9.95e-05
047185316X,9.95e-05
0911226435,9.95e-05
0471162671,9.95e-05
0898798094,9.94e-05
0399527869,9.94e-05
1570425426,9.94e-05
0132147505,9.94e-05
0743525205,9.93e-05
1586214632,9.93e-05
0688168779,9.93e-05
0440154138,9.93e-05
031220471X,9.93e-05
0425135012,9.93e-05
0882821156,9.93e-05
1576751759,9.93e-05
0971132208,9.93e-05
0875167268,9.93e-05
0944918042,9.92e-05
0886902347,9.92e-05
1575663481,9.92e-05
0517084724,9.92e-05
0684827417,9.92e-05
0070382018,9.92e-05
B00004YMGJ,9.92e-05
067188011X,9.92e-05
0452267250,9.91e-05
076240969X,9.91e-05
0738200387,9.91e-05
0060977590,9.91e-05
1567181252,9.91e-05
1886806101,9.91e-05
1565114442,9.91e-05
0802725643,9.91e-05
1559274204,9.91e-05
1580621732,9.91e-05
0671043218,9.9e-05
0312263619,9.9e-05
0891061339,9.9e-05
1886785058,9.9e-05
047135659X,9.9e-05
0694520470,9.9e-05
0066621127,9.9e-05
0805057552,9.9e-05
1578512530,9.9e-05
080505880X,9.9e-05
1559274212,9.9e-05
0201550180,9.89e-05
1561704105,9.89e-05
0722537670,9.89e-05
0875848818,9.89e-05
0070078386,9.88e-05
067463442X,9.88e-05
0658021141,9.88e-05
0688169813,9.88e-05
0446385522,9.88e-05
0375402144,9.87e-05
0156013177,9.87e-05
1567310044,9.87e-05
0312119089,9.87e-05
0449213501,9.87e-05
0743507096,9.87e-05
0671621467,9.87e-05
0671864122,9.87e-05
0226284174,9.87e-05
0761526617,9.87e-05
0385427204,9.87e-05
0694519375,9.86e-05
1567181368,9.86e-05
0380815958,9.86e-05
0310208157,9.86e-05
0883473224,9.86e-05
0471250708,9.85e-05
0931432952,9.85e-05
0671898426,9.85e-05
1576750949,9.85e-05
0471642347,9.85e-05
0130497576,9.85e-05
1929619081,9.85e-05
0688160999,9.85e-05
0967126509,9.85e-05
052138673X,9.85e-05
1569800405,9.85e-05
0743529030,9.85e-05
0671474219,9.85e-05
068482356X,9.84e-05
1577330528,9.84e-05
0452276950,9.84e-05
0394567846,9.84e-05
0452279054,9.83e-05
0935755772,9.83e-05
0964643987,9.83e-05
158621036X,9.83e-05
188628444X,9.83e-05
0684859386,9.83e-05
0312186797,9.83e-05
1586214624,9.83e-05
094068747X,9.83e-05
1561707538,9.82e-05
0789724103,9.82e-05
0671581864,9.82e-05
0061098272,9.82e-05
0226650251,9.82e-05
0963910337,9.82e-05
1878424173,9.82e-05
1565078616,9.81e-05
1559638354,9.81e-05
0972167102,9.81e-05
0738200328,9.81e-05
0679755101,9.81e-05
0393090094,9.8e-05
0879800429,9.8e-05
0471416177,9.8e-05
0446391336,9.8e-05
0671726099,9.8e-05
1578512492,9.8e-05
0553470272,9.8e-05
0739100548,9.8e-05
0875166938,9.8e-05
0393307077,9.79e-05
0764112597,9.79e-05
006662035X,9.79e-05
0879801654,9.79e-05
0415187206,9.79e-05
1567314317,9.79e-05
1586210939,9.79e-05
0762412224,9.78e-05
1883219957,9.78e-05
068486536X,9.78e-05
0613093925,9.78e-05
1560159588,9.78e-05
0060956348,9.78e-05
156170878X,9.78e-05
0934380414,9.77e-05
1929494467,9.77e-05
156718393X,9.76e-05
0925480533,9.76e-05
0130238880,9.76e-05
1889888052,9.76e-05
0879801557,9.76e-05
0879804440,9.76e-05
0891061509,9.75e-05
1586214365,9.75e-05
140005186X,9.75e-05
0918880165,9.75e-05
0609802127,9.75e-05
0201567512,9.75e-05
0891061614,9.75e-05
0809231573,9.74e-05
0452271371,9.74e-05
1555713505,9.74e-05
0385267320,9.73e-05
0062514253,9.73e-05
0814405436,9.73e-05
0471015873,9.73e-05
1559276673,9.73e-05
1564143074,9.72e-05
1576750213,9.72e-05
0671043226,9.72e-05
0684815567,9.72e-05
1586481290,9.72e-05
0446347949,9.72e-05
1878424262,9.72e-05
0393314723,9.72e-05
0735202389,9.72e-05
1588720047,9.71e-05
1559273917,9.71e-05
1582611823,9.71e-05
0876043406,9.71e-05
156170413X,9.71e-05
0743507940,9.71e-05
1588276996,9.7e-05
0060920386,9.7e-05
0970171307,9.7e-05
0876042930,9.7e-05
0452271304,9.7e-05
0674171039,9.7e-05
0195007778,9.7e-05
0671004441,9.7e-05
0684815605,9.7e-05
0813335531,9.7e-05
1561704261,9.69e-05
0786853948,9.69e-05
014028060X,9.69e-05
1561701661,9.69e-05
0393039307,9.69e-05
0688136915,9.69e-05
0070450986,9.68e-05
013017789X,9.68e-05
0812931432,9.68e-05
0738202800,9.68e-05
0028639073,9.68e-05
0674179277,9.68e-05
1576751260,9.68e-05
0743507088,9.67e-05
0694524867,9.67e-05
0316353167,9.67e-05
0071400206,9.67e-05
0471146110,9.67e-05
0762407514,9.67e-05
0879800895,9.66e-05
0486296725,9.66e-05
0520073215,9.66e-05
0887309372,9.66e-05
1579541046,9.66e-05
1574100955,9.65e-05
0471287083,9.65e-05
1586211676,9.65e-05
0764552945,9.65e-05
0471409464,9.65e-05
1578513294,9.64e-05
1559944722,9.64e-05
078688441X,9.64e-05
0385509561,9.64e-05
079315197X,9.63e-05
0911226273,9.63e-05
087584717X,9.63e-05
0471146544,9.63e-05
055347703X,9.62e-05
0870520717,9.62e-05
0674011139,9.62e-05
0136360025,9.62e-05
1560159030,9.62e-05
0762412550,9.61e-05
0966170202,9.61e-05
0310242819,9.61e-05
0609800116,9.61e-05
0534380123,9.61e-05
0971563802,9.61e-05
0911493247,9.6e-05
1586212559,9.6e-05
0963209159,9.6e-05
0062500171,9.6e-05
0879801344,9.6e-05
0071387390,9.6e-05
0814470548,9.6e-05
0071359796,9.6e-05
0966170229,9.6e-05
0453008690,9.6e-05
0738201022,9.6e-05
0312245637,9.6e-05
0875847706,9.59e-05
0840791836,9.59e-05
189395630X,9.59e-05
0135298768,9.59e-05
1561701602,9.59e-05
0425142965,9.59e-05
0486251012,9.58e-05
0399527087,9.58e-05
0679758941,9.58e-05
0842345485,9.58e-05
1585422193,9.58e-05
157324564X,9.58e-05
0887309895,9.58e-05
1576752054,9.58e-05
0553110233,9.57e-05
0684846160,9.57e-05
0743223977,9.57e-05
156792025X,9.57e-05
189395613X,9.57e-05
1559273895,9.57e-05
0345383044,9.57e-05
1580650031,9.56e-05
0060195711,9.56e-05
1842220012,9.56e-05
0966763602,9.56e-05
0937539562,9.56e-05
0887306675,9.56e-05
0883473127,9.55e-05
0743525140,9.55e-05
1580081436,9.55e-05
0787270687,9.55e-05
0471185396,9.54e-05
0471123498,9.54e-05
192949422X,9.54e-05
0062736868,9.54e-05
1586390007,9.53e-05
084236689X,9.53e-05
0521659728,9.53e-05
155963555X,9.53e-05
0133868893,9.53e-05
083081308X,9.52e-05
0738204862,9.52e-05
0684848090,9.52e-05
0393003981,9.52e-05
0785279733,9.52e-05
1559275286,9.52e-05
0471273457,9.52e-05
084230021X,9.51e-05
0964160307,9.51e-05
0671555510,9.51e-05
0060932813,9.51e-05
0767900405,9.51e-05
1899836314,9.5e-05
0609808087,9.5e-05
047135399X,9.5e-05
0764553690,9.5e-05
0345410181,9.5e-05
0471322865,9.5e-05
0743510089,9.5e-05
0962067156,9.49e-05
0787909351,9.49e-05
1571741631,9.49e-05
1559391723,9.49e-05
0738202843,9.49e-05
0768909031,9.49e-05
0136138039,9.48e-05
1558605290,9.48e-05
0911203400,9.48e-05
0071364285,9.48e-05
0964793830,9.48e-05
0072872225,9.48e-05
1565114108,9.48e-05
155553001X,9.48e-05
0029216052,9.48e-05
1886669104,9.48e-05
0679438084,9.47e-05
0375418865,9.47e-05
0385413726,9.47e-05
0465030912,9.47e-05
0812930959,9.46e-05
0809237865,9.46e-05
1557385238,9.46e-05
0735201684,9.46e-05
0195060806,9.46e-05
047117758X,9.46e-05
0887309526,9.46e-05
0671869965,9.45e-05
0658001361,9.45e-05
0684826550,9.45e-05
1880985500,9.45e-05
0471441090,9.44e-05
0738203807,9.44e-05
0971770077,9.44e-05
1886284466,9.44e-05
1556431503,9.43e-05
0671510576,9.43e-05
1559391200,9.43e-05
1583910727,9.43e-05
0553378376,9.43e-05
0961392142,9.42e-05
0877288747,9.42e-05
1565073223,9.42e-05
0761521682,9.42e-05
0070275491,9.41e-05
156625115X,9.41e-05
0938716387,9.41e-05
0812095820,9.41e-05
1577312325,9.4e-05
0451166418,9.4e-05
0060976020,9.4e-05
0452280745,9.4e-05
0789721023,9.38e-05
0691019347,9.38e-05
188091333X,9.37e-05
0415927684,9.37e-05
0781433657,9.36e-05
0452274141,9.36e-05
0062517716,9.36e-05
0192854143,9.35e-05
0899666612,9.35e-05
0965922286,9.34e-05
0312284446,9.34e-05
0892819103,9.33e-05
091241149X,9.33e-05
0671023934,9.33e-05
1561704903,9.33e-05
0915811774,9.32e-05
0879800542,9.32e-05
0471409189,9.31e-05
1561703885,9.31e-05
0205273009,9.31e-05
0823039919,9.31e-05
0820315311,9.31e-05
0844230073,9.31e-05
0471180033,9.29e-05
0827371985,9.29e-05
0967590809,9.29e-05
0071345663,9.29e-05
0486278875,9.29e-05
0658010042,9.28e-05
0070145113,9.28e-05
0785275290,9.28e-05
0066619831,9.28e-05
1565114078,9.27e-05
1879384507,9.27e-05
0671505882,9.27e-05
091178117X,9.27e-05
0142196037,9.27e-05
067158071X,9.26e-05
188482062X,9.25e-05
0385476035,9.25e-05
019516539X,9.25e-05
0787941182,9.25e-05
0684808196,9.24e-05
0970139802,9.24e-05
0520219783,9.23e-05
0787940011,9.23e-05
038541580X,9.23e-05
0451167236,9.23e-05
1557388725,9.23e-05
1885167393,9.22e-05
0865713804,9.22e-05
0192801996,9.22e-05
0918226333,9.2e-05
0553561049,9.2e-05
0963545809,9.2e-05
0385494092,9.2e-05
1886801215,9.2e-05
1883536219,9.2e-05
047116044X,9.2e-05
1400031257,9.2e-05
0060988754,9.2e-05
1892805243,9.19e-05
0684846411,9.19e-05
0735711658,9.19e-05
0743507932,9.19e-05
047138447X,9.18e-05
B00008RWBH,9.18e-05
0964010496,9.18e-05
1561700452,9.18e-05
0133035794,9.18e-05
0425189848,9.17e-05
0137783337,9.17e-05
1558747214,9.17e-05
0471253847,9.17e-05
1574533029,9.16e-05
0873649214,9.16e-05
0471592250,9.16e-05
0071357696,9.16e-05
0735536406,9.15e-05
1560989661,9.15e-05
0240803299,9.15e-05
0875964524,9.14e-05
0471177431,9.13e-05
1567313825,9.13e-05
037543089X,9.12e-05
0883684454,9.12e-05
1883272599,9.12e-05
0140390154,9.12e-05
0060915730,9.12e-05
0970751702,9.11e-05
0793140978,9.11e-05
1928607047,9.11e-05
0694519286,9.11e-05
067189515X,9.11e-05
0805040986,9.11e-05
0684810840,9.1e-05
1580625703,9.1e-05
1559390077,9.1e-05
0471085537,9.1e-05
0743217896,9.09e-05
0671682288,9.09e-05
0465086454,9.09e-05
0072226250,9.08e-05
0670873713,9.08e-05
1571741186,9.07e-05
0553456237,9.07e-05
0425189856,9.07e-05
1556432062,9.06e-05
0195139046,9.06e-05
1568600461,9.06e-05
1567186432,9.06e-05
1564558533,9.06e-05
037570065X,9.06e-05
079312610X,9.05e-05
0394572300,9.04e-05
087220376X,9.04e-05
0809231921,9.03e-05
1571741615,9.03e-05
1557091056,9.03e-05
1576752380,9.03e-05
1561704741,9.03e-05
0941159965,9.02e-05
1571742638,9.02e-05
0873643135,9.02e-05
0965083969,9.01e-05
0967686105,9.01e-05
019282015X,9.01e-05
0553213407,9e-05
1572241136,9e-05
0882898701,8.99e-05
081181811X,8.98e-05
0963469908,8.98e-05
0226468127,8.98e-05
1587991373,8.98e-05
0451201051,8.98e-05
0814403735,8.97e-05
0872203174,8.97e-05
0873646258,8.97e-05
0139178074,8.97e-05
1559271701,8.96e-05
0915132354,8.96e-05
0767904923,8.96e-05
0738701912,8.95e-05
0226026698,8.95e-05
0471329347,8.94e-05
0471204765,8.94e-05
0671761986,8.94e-05
