,number_of_visits
0449901815,0.0001066
0911226273,0.0001066
0971770077,0.0001065
0823045404,0.0001065
0226284174,0.0001065
0451164695,0.0001065
0738204862,0.0001065
1567314317,0.0001065
0060527153,0.0001065
1879237326,0.0001065
0688153879,0.0001064
0684826321,0.0001064
0449909298,0.0001064
1559273895,0.0001064
0060976020,0.0001064
0252069668,0.0001064
0553081322,0.0001063
0452271304,0.0001063
0385042353,0.0001063
1559638346,0.0001063
1577312392,0.0001063
1558671056,0.0001063
0446385522,0.0001063
1559944722,0.0001063
1881052834,0.0001063
0688170358,0.0001062
0684838729,0.0001062
0767900405,0.0001062
1574101374,0.0001062
0446391336,0.0001062
0394402456,0.0001062
0658020994,0.0001061
0385509561,0.0001061
0691019347,0.0001061
1574883356,0.0001061
0553381423,0.000106
1880032627,0.000106
1567181252,0.000106
087516532X,0.0001059
0875161022,0.0001059
1568843224,0.0001059
1582970440,0.0001059
0195066618,0.0001059
0787950777,0.0001058
0306809125,0.0001058
0471042366,0.0001058
0813335531,0.0001058
0380731762,0.0001058
020152385X,0.0001058
0875964257,0.0001058
0394553705,0.0001057
0425189848,0.0001057
1576752402,0.0001057
1883272599,0.0001057
0425098478,0.0001057
1571741631,0.0001057
1580650031,0.0001056
0743525205,0.0001056
1577330528,0.0001056
0966492439,0.0001056
0671764128,0.0001055
0517084724,0.0001055
B00005A3K7,0.0001055
0873646924,0.0001055
0658021141,0.0001055
0195128087,0.0001055
0312195222,0.0001055
1555972608,0.0001055
0140447571,0.0001055
0201550180,0.0001054
1581801955,0.0001054
0451165209,0.0001054
1559391723,0.0001053
0394298292,0.0001053
0062500171,0.0001053
0471510335,0.0001053
1560520736,0.0001052
0875166938,0.0001052
0028629434,0.0001052
0967590809,0.0001052
0761521631,0.0001052
078212187X,0.0001052
0066621127,0.0001052
1564966801,0.0001052
0471287083,0.0001051
0938716387,0.0001051
0471416177,0.0001051
156170279X,0.0001051
0684864061,0.0001051
0883473127,0.0001051
0310208157,0.0001051
1886785058,0.000105
0892214910,0.000105
0814403735,0.000105
0671582089,0.000105
0449909581,0.000105
0137783337,0.000105
0062514253,0.000105
0915132354,0.000105
0140242716,0.000105
1580620485,0.0001049
1586390007,0.0001049
1576752445,0.0001049
0156013177,0.0001049
0743509188,0.0001049
0966763602,0.0001049
067189515X,0.0001048
0898794714,0.0001048
0761526617,0.0001048
0961392142,0.0001048
0735201250,0.0001048
0553470272,0.0001048
0887307841,0.0001048
0966170202,0.0001048
0671605194,0.0001047
0671673521,0.0001047
0786118105,0.0001047
0873644344,0.0001047
1571741615,0.0001047
0273656058,0.0001046
0312270100,0.0001046
0446391069,0.0001046
1853672491,0.0001046
B00008RWBH,0.0001046
0972108106,0.0001046
0385299850,0.0001046
0312254407,0.0001046
0877735158,0.0001045
0226437760,0.0001045
0688160999,0.0001045
0521567971,0.0001045
068482356X,0.0001045
0805832149,0.0001045
1574533320,0.0001045
0380002450,0.0001045
029271159X,0.0001045
0785811966,0.0001045
0671635301,0.0001044
1568600739,0.0001044
0882862359,0.0001044
068483801X,0.0001044
1555424112,0.0001044
0029183316,0.0001044
0749437979,0.0001044
0827371985,0.0001044
0912576111,0.0001043
0312303971,0.0001043
0471384550,0.0001043
067102101X,0.0001043
0887306675,0.0001043
068483460X,0.0001042
0486251012,0.0001042
B00005A3K6,0.0001042
0840791836,0.0001042
1588720101,0.0001042
0070382018,0.0001042
0446526967,0.0001042
0195112040,0.0001042
0679424954,0.0001041
0688169813,0.0001041
0830723358,0.0001041
0688067670,0.0001041
1570250723,0.0001041
091178117X,0.0001041
1559274638,0.0001041
006065273X,0.0001041
0195158067,0.0001041
080505880X,0.0001041
0312263619,0.0001041
0768909031,0.0001041
0814450369,0.000104
0875162967,0.000104
0471028924,0.000104
0679758941,0.000104
047135399X,0.000104
0937539414,0.000104
1887178287,0.000104
1559275286,0.000104
0684870304,0.0001039
0471403083,0.0001039
0070275491,0.0001039
0786853948,0.0001039
0948390557,0.0001039
1580621732,0.0001039
0805063897,0.0001039
0787947644,0.0001039
0968492819,0.0001039
0385301898,0.0001039
0486296725,0.0001038
0658010042,0.0001038
0071359982,0.0001038
1930097441,0.0001038
0385494092,0.0001038
1559391200,0.0001038
0262621088,0.0001038
038547492X,0.0001038
0262620014,0.0001038
0066621038,0.0001037
0887308422,0.0001037
0029069386,0.0001037
157731090X,0.0001037
158062538X,0.0001037
1565112717,0.0001037
0874778549,0.0001036
0679420436,0.0001036
013388158X,0.0001036
0060921994,0.0001036
1578565529,0.0001036
0071387390,0.0001035
0875847706,0.0001035
0671618601,0.0001035
0967666902,0.0001035
0671574248,0.0001035
1567187986,0.0001035
0684846160,0.0001035
0060932813,0.0001035
1557385238,0.0001035
0394567846,0.0001035
0449225038,0.0001035
0735201684,0.0001035
0802138721,0.0001035
0805057552,0.0001035
0060538244,0.0001035
0679438084,0.0001035
1879384493,0.0001034
0312084463,0.0001034
0879800895,0.0001034
0898061822,0.0001034
0553456342,0.0001034
0743510089,0.0001034
1567310001,0.0001034
0844230073,0.0001034
1857881702,0.0001034
006662035X,0.0001033
0231119151,0.0001033
1572307269,0.0001033
0688172393,0.0001033
140220051X,0.0001033
157675118X,0.0001033
1580080855,0.0001033
0671621467,0.0001033
0449911918,0.0001033
1590400194,0.0001033
1882591291,0.0001033
1563526298,0.0001033
0877288747,0.0001033
0070450986,0.0001032
0694521183,0.0001032
1570427542,0.0001032
0192834371,0.0001032
1559274093,0.0001032
0070113610,0.0001032
0460873563,0.0001032
0446527394,0.0001031
0553214144,0.0001031
1891686151,0.0001031
0865713804,0.0001031
0684827417,0.0001031
0891415750,0.0001031
0787270687,0.0001031
1580625703,0.000103
0452267250,0.000103
0898799775,0.000103
0809237865,0.000103
1880032619,0.000103
0072872225,0.000103
0671735578,0.000103
1567181368,0.000103
0786101946,0.000103
0425142965,0.000103
1561704091,0.000103
0553260057,0.0001029
0471204765,0.0001029
1583910727,0.0001029
051788710X,0.0001029
1557502919,0.0001029
0671520601,0.0001029
1586211676,0.0001028
0694516287,0.0001028
0201608235,0.0001028
0805418458,0.0001028
1880394219,0.0001028
0553373196,0.0001028
0394298918,0.0001028
155860569X,0.0001028
0963345427,0.0001028
0553270443,0.0001027
193081920X,0.0001027
0060503491,0.0001027
0679441247,0.0001027
0553473212,0.0001027
0882821156,0.0001027
0375406697,0.0001027
0883473224,0.0001027
0071353216,0.0001027
B00007FYI3,0.0001026
1561701645,0.0001026
0393956164,0.0001026
0060920386,0.0001026
0070718296,0.0001026
0471250708,0.0001026
0024096903,0.0001026
0471384542,0.0001026
0471123498,0.0001026
0931432952,0.0001026
156625115X,0.0001026
1891279009,0.0001026
0486421309,0.0001026
0525936769,0.0001026
0684868067,0.0001026
1880692333,0.0001025
0764552929,0.0001025
0671639781,0.0001025
0865433623,0.0001025
0735711704,0.0001025
0071345663,0.0001025
0452278015,0.0001025
1582611823,0.0001025
0071348166,0.0001024
0694523658,0.0001024
0743529030,0.0001024
1400100674,0.0001024
0440582253,0.0001024
0486266877,0.0001023
1890651044,0.0001023
1879505215,0.0001023
1583331069,0.0001023
1403367256,0.0001023
0671027034,0.0001023
068486407X,0.0001022
0020160224,0.0001022
013244609X,0.0001022
0684823780,0.0001022
0521659728,0.0001022
0376020431,0.0001022
1403380716,0.0001022
0471273457,0.0001022
B00003CXI4,0.0001022
1885167407,0.0001022
0674069161,0.0001022
1576750949,0.0001022
0374528004,0.0001021
155553001X,0.0001021
0452280559,0.0001021
0471369209,0.0001021
0071351221,0.0001021
0887309895,0.0001021
0345410181,0.0001021
0873481402,0.0001021
0820315311,0.0001021
0451166418,0.0001021
0192890956,0.0001021
0879801344,0.000102
1904151108,0.000102
0399524045,0.000102
0875848575,0.0001019
1575663481,0.0001019
068486536X,0.0001019
0071359168,0.0001019
0762412550,0.0001019
1564143074,0.0001019
0691056579,0.0001019
0658001361,0.0001019
0879753366,0.0001019
1591391261,0.0001019
0385024363,0.0001018
0029175860,0.0001018
0375409122,0.0001018
0877281491,0.0001018
0870673629,0.0001018
1565922824,0.0001018
0449908852,0.0001018
0887309372,0.0001018
0694523062,0.0001018
088730687X,0.0001018
0446523534,0.0001018
0911493247,0.0001017
0764552090,0.0001017
0694519375,0.0001017
0385260946,0.0001017
0071373373,0.0001017
038541580X,0.0001017
0385292163,0.0001017
0842303383,0.0001017
0735202230,0.0001016
0440503892,0.0001016
1567310044,0.0001016
1586210912,0.0001016
093530066X,0.0001016
055347703X,0.0001015
006052944X,0.0001015
0735711658,0.0001015
0879803398,0.0001015
0919345638,0.0001015
0679762671,0.0001015
0892563524,0.0001015
0553214063,0.0001015
076192275X,0.0001015
0964818116,0.0001014
0395631246,0.0001014
0694524859,0.0001014
0802725643,0.0001014
0767902963,0.0001014
0446394106,0.0001014
0764112597,0.0001014
0449214931,0.0001014
1590070194,0.0001013
0684851954,0.0001013
0061098272,0.0001013
156718393X,0.0001013
0891417133,0.0001013
1578630231,0.0001013
0793166861,0.0001013
0415187206,0.0001013
0195131444,0.0001012
0195015401,0.0001012
031024823X,0.0001012
0688168779,0.0001012
0789721023,0.0001012
052135448X,0.0001012
0684872560,0.0001012
0743526937,0.0001012
067150603X,0.0001012
0714681326,0.0001012
0811902552,0.0001011
0226650251,0.0001011
1859848982,0.0001011
1558480153,0.0001011
0553353896,0.0001011
1586214624,0.0001011
007006606X,0.0001011
0674011139,0.000101
1578516447,0.000101
0471080721,0.000101
0782140203,0.000101
0887309143,0.000101
0879801557,0.000101
0671043218,0.000101
0823058581,0.000101
0520224566,0.0001009
031220955X,0.0001009
0688178057,0.0001009
1889964077,0.0001009
0882894005,0.0001009
0646052551,0.0001009
0812862635,0.0001009
B000062UII,0.0001008
0915556189,0.0001008
0446678333,0.0001008
0912576138,0.0001008
1588276996,0.0001008
0071385495,0.0001007
0060527161,0.0001007
1559276924,0.0001007
0192834983,0.0001007
1568380437,0.0001006
0743507932,0.0001006
0875848923,0.0001006
158063205X,0.0001006
0898155983,0.0001006
0786865695,0.0001006
0759671605,0.0001006
1560159588,0.0001006
0671796658,0.0001006
0471143146,0.0001006
013017789X,0.0001006
0192876074,0.0001006
0671579592,0.0001005
0671660772,0.0001005
0786100257,0.0001005
1561706531,0.0001005
0877734526,0.0001005
0471146110,0.0001005
0674179277,0.0001005
0671791931,0.0001005
0679726136,0.0001005
0471382574,0.0001005
047138447X,0.0001005
0876305478,0.0001005
1585670839,0.0001004
0609607782,0.0001004
0911226435,0.0001004
1929619081,0.0001004
1576751260,0.0001004
0399527087,0.0001003
0966532503,0.0001003
1586210939,0.0001003
0688127088,0.0001003
0962465674,0.0001003
1559276126,0.0001003
0937539481,0.0001003
156833172X,0.0001003
0446525685,0.0001003
155977505X,0.0001002
0684872579,0.0001002
0735201374,0.0001002
0684846411,0.0001002
0226474089,0.0001002
0743217896,0.0001002
0071364285,0.0001001
0743246098,0.0001001
0071359796,0.0001001
0312186797,0.0001001
1853267813,0.0001001
1574532960,0.0001001
1576751600,0.0001001
1570427534,0.0001001
B00004SZK6,0.0001001
0460873571,0.0001001
0399527869,0.0001001
1555422535,0.0001001
0449911462,0.0001001
0743525914,0.0001
0787962554,0.0001
0262540428,0.0001
067179809X,0.0001
1580621856,0.0001
0913543705,9.99e-05
0879753374,9.99e-05
0761514414,9.99e-05
0679434992,9.99e-05
0451524977,9.99e-05
0842345485,9.99e-05
0874771641,9.99e-05
0136138039,9.99e-05
088295055X,9.99e-05
0471441090,9.99e-05
0151004013,9.98e-05
0785242198,9.98e-05
0812098528,9.98e-05
0767902254,9.98e-05
1588276686,9.98e-05
0066620058,9.98e-05
078795666X,9.98e-05
0671759159,9.98e-05
074350917X,9.98e-05
1559276177,9.98e-05
1586210378,9.98e-05
0963401947,9.98e-05
0613093925,9.98e-05
0966085604,9.98e-05
0553352687,9.98e-05
0823039919,9.97e-05
0787950343,9.97e-05
0764550942,9.97e-05
1403380732,9.97e-05
1565112334,9.97e-05
0814405037,9.97e-05
0028637496,9.97e-05
0312119089,9.97e-05
1586214659,9.97e-05
0471379077,9.97e-05
0812214110,9.97e-05
1565548574,9.97e-05
0684826550,9.97e-05
0679442529,9.97e-05
0738200328,9.97e-05
0061330086,9.97e-05
1559276738,9.96e-05
0738202800,9.96e-05
0944918042,9.96e-05
0140444785,9.96e-05
1578566851,9.96e-05
0071400206,9.96e-05
079315197X,9.96e-05
0060977590,9.96e-05
0451156579,9.96e-05
0787955124,9.96e-05
083081308X,9.96e-05
0316340618,9.95e-05
0240804430,9.95e-05
0393046222,9.95e-05
0393039307,9.95e-05
0465086454,9.95e-05
1578512530,9.94e-05
0872201783,9.94e-05
0060196211,9.94e-05
0891061614,9.94e-05
0029115752,9.94e-05
052138673X,9.94e-05
067186498X,9.94e-05
0192853732,9.94e-05
0671575589,9.94e-05
1555251161,9.94e-05
1586210920,9.94e-05
0674576330,9.94e-05
0811908402,9.94e-05
0671799037,9.94e-05
0471283274,9.93e-05
1561701602,9.93e-05
0135179882,9.93e-05
0471404039,9.93e-05
156170413X,9.93e-05
1576750337,9.93e-05
1582341087,9.93e-05
1573922110,9.93e-05
1880559277,9.93e-05
0670881333,9.93e-05
1559390077,9.93e-05
0865433615,9.92e-05
1586212567,9.92e-05
1557987912,9.92e-05
0887307655,9.92e-05
1556815387,9.92e-05
0738203807,9.92e-05
1578660394,9.91e-05
140005186X,9.91e-05
0743520130,9.91e-05
015100398X,9.91e-05
1899836314,9.91e-05
0553110233,9.91e-05
0613181212,9.91e-05
0965922286,9.91e-05
0890877106,9.9e-05
0891348433,9.9e-05
0694523070,9.9e-05
1886806101,9.9e-05
0964883937,9.9e-05
1559276673,9.9e-05
0312904436,9.9e-05
0060194294,9.9e-05
1564145905,9.9e-05
0471133922,9.9e-05
0963545809,9.89e-05
0879800429,9.89e-05
0066214696,9.89e-05
0942645006,9.89e-05
0671886991,9.89e-05
0887309984,9.89e-05
1885167393,9.89e-05
1568600631,9.89e-05
014028060X,9.89e-05
0553210750,9.88e-05
0688140483,9.88e-05
0811908399,9.88e-05
0887306470,9.88e-05
0875161642,9.88e-05
192949422X,9.88e-05
0671634062,9.87e-05
0786867299,9.87e-05
0385413726,9.87e-05
1558606785,9.87e-05
1930097239,9.87e-05
1578591147,9.87e-05
0595145000,9.87e-05
1886669104,9.87e-05
0879804440,9.87e-05
047111460X,9.86e-05
0738203874,9.86e-05
158621036X,9.86e-05
1565544269,9.86e-05
188628444X,9.86e-05
0609809415,9.86e-05
0066620562,9.86e-05
1886801215,9.86e-05
0399128298,9.85e-05
0671505882,9.85e-05
1559276134,9.85e-05
0060988487,9.85e-05
1400031257,9.85e-05
1885167539,9.85e-05
0066619947,9.85e-05
0553370715,9.85e-05
0671510738,9.84e-05
0785279733,9.84e-05
0937382019,9.84e-05
0132341700,9.84e-05
0609607707,9.84e-05
0918880165,9.84e-05
0694522392,9.84e-05
1574531875,9.84e-05
0425100006,9.84e-05
1574100955,9.84e-05
0471592250,9.83e-05
0471185396,9.83e-05
1567310036,9.83e-05
1589392604,9.83e-05
0816038716,9.82e-05
0465030912,9.82e-05
0195060806,9.82e-05
0452279054,9.81e-05
0694520470,9.81e-05
0971872317,9.81e-05
0671869760,9.81e-05
0789724103,9.81e-05
1929494467,9.81e-05
0891346511,9.81e-05
0609606786,9.81e-05
0465082807,9.81e-05
0887309526,9.81e-05
0195099176,9.81e-05
0071382321,9.81e-05
0875165389,9.81e-05
0453008690,9.8e-05
0887306160,9.8e-05
0694519286,9.8e-05
0812931432,9.8e-05
0722537670,9.8e-05
0471409464,9.8e-05
0803265867,9.79e-05
155994840X,9.79e-05
067463442X,9.79e-05
0684841835,9.79e-05
0671898426,9.79e-05
0694522120,9.79e-05
0449911578,9.79e-05
0971563802,9.79e-05
0471642347,9.79e-05
0393003981,9.78e-05
084230021X,9.78e-05
0415146941,9.78e-05
0844235563,9.78e-05
0132157578,9.78e-05
0814405436,9.78e-05
1586212559,9.78e-05
0963617370,9.78e-05
0312119119,9.78e-05
0140150927,9.77e-05
0671726099,9.77e-05
0321130073,9.77e-05
0201433311,9.77e-05
0425135012,9.77e-05
0809178583,9.77e-05
1559947608,9.77e-05
0553712942,9.77e-05
1586214357,9.76e-05
0735201242,9.76e-05
0883684454,9.75e-05
0967126509,9.75e-05
0809231573,9.75e-05
0887309445,9.75e-05
073520179X,9.75e-05
0446675334,9.75e-05
0486268675,9.75e-05
1883219957,9.74e-05
0762407514,9.74e-05
076240969X,9.74e-05
1588720047,9.74e-05
0787903418,9.74e-05
0814470548,9.74e-05
0534380123,9.74e-05
0553260847,9.73e-05
0553278258,9.73e-05
0060193689,9.73e-05
0812095820,9.73e-05
0205273009,9.73e-05
0898798094,9.72e-05
0609805886,9.72e-05
0739100548,9.72e-05
0658012010,9.72e-05
067164811X,9.71e-05
0963869558,9.71e-05
0764553690,9.71e-05
0929071557,9.71e-05
1572700432,9.71e-05
1559276657,9.71e-05
0070383073,9.71e-05
0201567512,9.71e-05
0300001479,9.7e-05
156792025X,9.7e-05
0761521682,9.7e-05
1561704261,9.7e-05
076455381X,9.7e-05
047185316X,9.7e-05
0553277421,9.7e-05
047118229X,9.7e-05
0071352937,9.7e-05
0471403989,9.7e-05
1586214632,9.69e-05
0471645281,9.69e-05
1561704105,9.69e-05
0941188701,9.69e-05
0743517792,9.69e-05
0964729881,9.69e-05
0694524867,9.69e-05
0140195491,9.69e-05
0671864122,9.68e-05
0688140718,9.68e-05
0471085537,9.68e-05
0471015873,9.67e-05
0875164056,9.67e-05
0963910337,9.67e-05
047117758X,9.67e-05
0130497576,9.67e-05
078688441X,9.67e-05
0684810840,9.67e-05
0613140982,9.66e-05
0192836692,9.66e-05
0449001113,9.66e-05
0738702544,9.66e-05
0070526605,9.66e-05
1878424319,9.66e-05
1886284466,9.65e-05
0671581864,9.65e-05
094068747X,9.65e-05
0883659883,9.65e-05
0520219783,9.65e-05
1572241764,9.65e-05
0886902347,9.65e-05
1570427526,9.65e-05
0609802127,9.65e-05
0937539562,9.65e-05
0385267320,9.64e-05
0029216052,9.64e-05
1577312325,9.64e-05
0375416285,9.64e-05
1570620717,9.64e-05
1879831007,9.64e-05
1565114450,9.63e-05
1576750213,9.63e-05
0471354252,9.63e-05
0070341206,9.63e-05
0066620627,9.63e-05
0375402144,9.63e-05
087542127X,9.63e-05
0140390529,9.63e-05
0471180033,9.62e-05
0671043226,9.62e-05
0136360025,9.62e-05
0743525906,9.62e-05
0618104682,9.62e-05
0964793830,9.62e-05
0028642066,9.62e-05
0449213501,9.62e-05
0876042930,9.62e-05
0874831512,9.62e-05
1576752054,9.62e-05
0195130626,9.61e-05
1586214365,9.61e-05
1591840066,9.6e-05
0471399973,9.6e-05
0875421245,9.6e-05
0684815567,9.6e-05
0312962282,9.6e-05
0060954906,9.59e-05
0070460639,9.59e-05
1882591046,9.59e-05
0741406101,9.59e-05
1899836101,9.59e-05
0070078386,9.58e-05
0811902129,9.58e-05
0877735379,9.58e-05
0814403352,9.58e-05
1578512492,9.58e-05
0071359753,9.58e-05
0915811774,9.58e-05
0300076754,9.57e-05
1569801649,9.57e-05
0694519197,9.57e-05
0789493624,9.57e-05
1558672125,9.57e-05
0743507940,9.57e-05
047116044X,9.56e-05
0465045219,9.56e-05
0812930959,9.56e-05
0670865303,9.56e-05
0970139802,9.56e-05
1586214705,9.56e-05
0887309313,9.55e-05
0875420575,9.55e-05
1561701661,9.55e-05
0936894709,9.55e-05
0028633830,9.54e-05
0192854097,9.54e-05
047135659X,9.54e-05
0385427204,9.54e-05
1558744177,9.53e-05
0674171039,9.53e-05
0879800542,9.53e-05
1564146170,9.52e-05
0385490119,9.52e-05
0925480533,9.52e-05
0070145113,9.52e-05
0060195711,9.51e-05
0844244945,9.5e-05
0940687003,9.5e-05
0735202389,9.5e-05
0873373693,9.5e-05
1559273917,9.5e-05
0789448386,9.5e-05
0553374125,9.49e-05
0310242819,9.48e-05
0446347949,9.48e-05
0876043406,9.48e-05
1564968936,9.48e-05
0471441538,9.48e-05
0787955671,9.47e-05
0071379444,9.47e-05
1561700576,9.47e-05
0877283974,9.47e-05
0449004392,9.47e-05
1586481290,9.46e-05
0892818050,9.46e-05
1578513294,9.46e-05
1570425426,9.46e-05
0062732781,9.45e-05
1564144771,9.45e-05
0452276829,9.45e-05
1570712190,9.45e-05
0738702269,9.45e-05
1586214713,9.44e-05
0028639073,9.44e-05
0694519200,9.44e-05
0140442278,9.44e-05
084236689X,9.43e-05
1403301050,9.43e-05
1567181678,9.43e-05
0671574582,9.43e-05
1565634527,9.42e-05
047129294X,9.42e-05
019282015X,9.42e-05
1564145751,9.42e-05
0743517806,9.41e-05
1571742255,9.41e-05
0962992372,9.41e-05
007003060X,9.41e-05
0842374272,9.41e-05
0875964524,9.4e-05
1570429596,9.4e-05
0827375921,9.4e-05
0609805975,9.4e-05
0963600117,9.4e-05
1570625549,9.4e-05
0694520233,9.39e-05
0226468127,9.39e-05
0385316496,9.39e-05
0201793040,9.39e-05
0781433657,9.39e-05
0899664164,9.39e-05
1565114442,9.39e-05
1566091594,9.38e-05
0471322865,9.38e-05
0671520679,9.38e-05
0671869965,9.37e-05
0060392746,9.37e-05
1559276010,9.36e-05
0275974162,9.36e-05
0375700374,9.36e-05
186105193X,9.36e-05
1878424262,9.36e-05
1558508481,9.35e-05
0684824744,9.35e-05
087946108X,9.35e-05
1567188257,9.35e-05
0452274141,9.35e-05
1567184243,9.35e-05
0941159965,9.34e-05
0793140978,9.34e-05
0806973064,9.34e-05
0192835971,9.33e-05
1842220012,9.33e-05
0684855011,9.32e-05
0060905638,9.32e-05
0762415339,9.31e-05
0130328472,9.31e-05
0736910190,9.31e-05
0534217508,9.31e-05
0671004441,9.31e-05
1560159030,9.3e-05
0966963563,9.3e-05
0691018545,9.3e-05
067188011X,9.3e-05
013066927X,9.29e-05
0273643800,9.29e-05
0964859017,9.28e-05
0961413549,9.28e-05
1561703737,9.27e-05
0962067172,9.26e-05
0471409189,9.26e-05
0966103254,9.26e-05
0972167102,9.26e-05
1882883381,9.26e-05
0964010496,9.25e-05
1567186254,9.24e-05
0743507088,9.24e-05
007016357X,9.24e-05
1570270007,9.23e-05
0914094254,9.23e-05
1567183042,9.23e-05
0873376080,9.23e-05
0865713979,9.22e-05
3721201450,9.22e-05
0517884070,9.19e-05
1567188028,9.19e-05
0787941182,9.18e-05
0132147505,9.18e-05
1561700452,9.18e-05
0671691406,9.18e-05
0743202767,9.18e-05
0451524802,9.17e-05
0071357696,9.16e-05
157851326X,9.15e-05
0964883902,9.14e-05
1557388725,9.14e-05
0262522551,9.13e-05
1582970165,9.13e-05
0130293504,9.13e-05
0192802577,9.12e-05
0060988606,9.12e-05
1561704903,9.12e-05
0394756347,9.11e-05
0844232181,9.1e-05
0028634934,9.1e-05
0806518871,9.1e-05
068484608X,9.1e-05
078580904X,9.09e-05
0787940011,9.09e-05
0020306652,9.09e-05
096802923X,9.09e-05
0941599264,9.08e-05
0674004078,9.08e-05
0029213711,9.08e-05
0919345662,9.08e-05
0935755942,9.08e-05
0399527389,9.07e-05
0671687425,9.06e-05
074352831X,9.06e-05
0762412224,9.06e-05
0671791745,9.06e-05
1582341400,9.05e-05
1883599156,9.05e-05
0451167236,9.05e-05
0061044482,9.05e-05
6305419655,9.05e-05
0914094564,9.05e-05
0915132508,9.04e-05
0812929004,9.03e-05
0743507096,9.03e-05
0800750101,9.03e-05
0822020750,9.03e-05
1568303823,9.02e-05
0312985487,9.02e-05
0471219932,9.02e-05
0785275290,9.02e-05
0062736868,9.01e-05
019516539X,9.01e-05
1559277440,9.01e-05
0471350958,9.01e-05
015508481X,9.01e-05
0787909351,9e-05
0965568245,9e-05
0446526800,9e-05
0965083969,9e-05
0060969342,8.99e-05
020533556X,8.99e-05
0786882662,8.99e-05
1561706094,8.99e-05
0253211719,8.98e-05
0898799279,8.98e-05
074346303X,8.97e-05
0812568796,8.97e-05
1559945443,8.97e-05
1567183395,8.97e-05
0553280333,8.96e-05
1878424173,8.95e-05
0805070893,8.95e-05
0938716220,8.95e-05
0553528602,8.94e-05
0967334608,8.94e-05
1564143996,8.94e-05
0375405909,8.94e-05
0915811928,8.94e-05
0198270127,8.92e-05
1579541046,8.92e-05
1583225366,8.92e-05
156170878X,8.92e-05
0804832390,8.92e-05
0787910430,8.92e-05
0965318206,8.91e-05
0891091920,8.91e-05
0915166674,8.91e-05
0971511306,8.91e-05
0062516957,8.91e-05
1572481374,8.91e-05
0471120049,8.91e-05
0201353946,8.89e-05
0074709135,8.88e-05
0945253133,8.88e-05
1852400536,8.88e-05
0324020023,8.88e-05
1886230307,8.88e-05
042517445X,8.87e-05
0941903079,8.87e-05
157660053X,8.87e-05
1879706741,8.87e-05
0553213407,8.86e-05
1567186432,8.86e-05
0553281828,8.85e-05
0875963633,8.85e-05
0743522850,8.84e-05
1893705153,8.84e-05
0814479448,8.84e-05
0899666612,8.84e-05
0688172164,8.83e-05
0380718154,8.83e-05
0743528379,8.83e-05
0321113624,8.83e-05
061511217X,8.83e-05
0961317752,8.83e-05
0300084285,8.82e-05
0764549138,8.82e-05
1582970033,8.81e-05
0688179509,8.81e-05
0844232394,8.81e-05
1565847032,8.8e-05
0553378376,8.8e-05
1558500596,8.8e-05
0963425994,8.8e-05
0135296374,8.8e-05
0873377931,8.8e-05
B000066TPP,8.8e-05
157660070X,8.79e-05
0062516043,8.79e-05
0767903803,8.79e-05
0486414248,8.79e-05
0071357750,8.79e-05
0066619831,8.78e-05
0375418865,8.78e-05
0895298791,8.78e-05
0674510534,8.78e-05
094254014X,8.78e-05
0130882364,8.78e-05
1568493576,8.77e-05
1570621497,8.77e-05
0195139046,8.77e-05
0515090484,8.77e-05
0471295256,8.77e-05
0306803054,8.77e-05
0553528521,8.77e-05
0324145632,8.76e-05
0156010755,8.76e-05
0071370285,8.76e-05
076151922X,8.76e-05
0684823713,8.76e-05
0761508554,8.76e-05
096167363X,8.76e-05
0374525951,8.75e-05
0471387371,8.75e-05
0938423045,8.75e-05
0735200912,8.75e-05
0965897818,8.75e-05
0743517849,8.75e-05
0684870290,8.75e-05
076110478X,8.75e-05
0375415572,8.74e-05
1570424713,8.74e-05
1401397417,8.74e-05
0609800116,8.74e-05
0060956348,8.74e-05
1576750876,8.74e-05
0830816305,8.74e-05
0139178074,8.73e-05
0739302752,8.73e-05
1577311140,8.73e-05
1586637444,8.73e-05
0553525689,8.73e-05
0805046747,8.73e-05
0759610142,8.72e-05
1559277459,8.72e-05
0879753455,8.72e-05
0130613177,8.72e-05
0813398282,8.72e-05
038072622X,8.72e-05
1580084567,8.72e-05
0765701200,8.71e-05
0898797756,8.71e-05
014027801X,8.71e-05
0787911186,8.71e-05
0761517596,8.7e-05
0471120294,8.7e-05
0684825287,8.7e-05
0688170315,8.7e-05
1580622100,8.69e-05
1565115201,8.69e-05
0393038920,8.69e-05
1580627935,8.69e-05
1885167555,8.69e-05
0787955876,8.69e-05
1562058592,8.69e-05
087364168X,8.68e-05
0028623975,8.68e-05
0609807234,8.68e-05
0930031954,8.68e-05
0892816147,8.68e-05
0440504910,8.68e-05
1884667139,8.68e-05
0375411747,8.68e-05
1580083048,8.68e-05
1582342334,8.67e-05
0941188361,8.67e-05
0066620678,8.67e-05
0761521763,8.67e-05
158234082X,8.67e-05
0892816171,8.66e-05
157071777X,8.66e-05
0898795125,8.66e-05
0688151310,8.66e-05
0130334944,8.66e-05
067089155X,8.66e-05
1572241136,8.65e-05
1879384507,8.65e-05
0898792304,8.64e-05
048640661X,8.64e-05
0743520343,8.64e-05
0201924781,8.64e-05
0471284920,8.64e-05
1567183948,8.64e-05
0671866281,8.64e-05
0380783991,8.64e-05
1580624154,8.63e-05
0671682385,8.63e-05
