Product_id;Product_title;Final_year_review_count;Total_review_count;Average_rating;;
0805072799;The Tangled Wing Biological Constraints on the Human Spirit;3;8;5;;
1557787557;The Radiance of Being Complexity Chaos and the Evolution of Consciousness;3;6;4.5;;
1567186254;Astral Projection for Beginners Learn Several Techniques to Gain a Broad Awareness of Other Realms of Existence For Beginners;3;12;3.5;;
1574534408;Get Paid More and Promoted Faster 21 Ways to Get Ahead in Your Career;3;6;3;;
1401901875;Ears of the Angels Healing the Sounds Heard and Unheard of Violins Humans and Animals Closer to the Music A Not Always Graceful Journey to Telepathic Sound transfo;3;6;5;;
1581801300;Professional Web Site Design from Start to Finish;3;21;4;;
0452279062;Successful Intelligence How Practical and Creative Intelligence Determine Success in Life;3;13;3.5;;
0192824252;The Histories Oxford World s Classics;3;6;5;;
0694521183;What Men Want Three Professional Single Men Reveal to Women What It Takes to Make a Man Yours;3;72;3;;
0674003357;Beyond Winning Negotiating to Create Value in Deals and Disputes;3;8;4.5;;
0679776397;The Spell of the Sensuous Perception and Language in a More Than Human World;3;31;4.5;;
0735202974;Patton on Leadership;3;17;4.5;;
0842303383;Born to Win;3;7;4.5;;
060980880X;The Other 90 How to Unlock Your Vast Untapped Potential for Leadership and Life;3;26;4;;
1893956172;The Man Who Grew Young;3;23;4.5;;
0471382574;The Professional Chef Seventh Edition;3;50;5;;
0071407618;The Hero and the Outlaw Harnessing the Power of Archetypes to Create a Winning Brand;3;8;4.5;;
0967059844;The Well Fed Writer Financial Self Sufficiency As a Freelance Writer in Six Months or Less;3;89;4.5;;
0879522593;Science and Health with Key to the Scriptures W M B E;3;106;4;;
096570310X;How To Start And Operate An Errand Service;3;11;3.5;;
1887472592;Breaking Free to Health Wealth Happiness 100 S of Powerful Ways to Release Limiting Beliefs;3;4;5;;
0394298829;The One Minute Sales Person;3;26;4;;
0312278209;Take the Bully by the Horns Stop Unethical Uncooperative or Unpleasant People from Running and Ruining Your Life;3;15;4.5;;
0873375343;Tax Savvy for Small Business Year Round Tax Strategies to Save You Money 4th ed;3;16;4.5;;
0898797713;How to Write a Book Proposal How to Write a Book Proposal;3;38;4.5;;
1557987912;Publication Manual of the American Psychological Association Fifth Edition;3;50;3.5;;
1570625549;Integral Psychology Consciousness Spirit Psychology Therapy;3;16;4;;
0393314758;Confession;3;14;4.5;;
0446677477;Cashflow Quadrant Rich Dad s Guide to Financial Freedom;3;224;4;;
0761906347;Images of Organization;3;14;4;;
0380817446;The Legend of Bagger Vance;3;89;4;;
0670865303;The Self Hypnosis Kit;3;11;4.5;;
1556236832;Stan Weinstein s Secrets For Profiting in Bull and Bear Markets;3;58;4.5;;
0970968213;Leadership The Warrior s Art;3;4;5;;
1401902103;The Reconnection Heal Others Heal Yourself;3;32;4;;
0460873822;The Republic Everyman Paperback Classics;3;60;4.5;;
0915811774;Soul Love Awakening Your Heart Centers Soul Life Series 1;3;13;4.5;;
053310873X;From Pimp Stick to Pulpit It s Magic The Life Story of Don Magic Juan;3;14;3.5;;
0743528360;The New Revelations A Conversation With God;3;55;4.5;;
156731239X;Screenplay The Foundations of Screenwriting;3;63;3.5;;
0877736421;Tree of Knowledge;3;13;4;;
0966141555;Consciously Creating Wealth The Secret for Wealth Wisdom Success;3;8;4.5;;
0787963941;Brand Asset Management Driving Profitable Growth Through Your Brands The Jossey Bass Business Management Series;3;15;4;;
0071364145;Emotion Marketing The Hallmark Way of Winning Customers for Life;3;9;4.5;;
1571740562;Conversations With God An Uncommon Dialogue Book 2;3;149;4;;
0679758569;Breaking The News How the Media Undermine American Democracy;3;18;4.5;;
0787948039;Flawless Consulting A Guide to Getting Your Expertise Used;3;26;4;;
0446531502;The Art of Profitability;3;14;4;;
0553279726;The Greatest Miracle in the World;3;47;4.5;;
0553561049;Living in the Light A Guide To Personal And Planetary Transformation;3;19;4.5;;
0534391915;Statistics for Management and Economics;3;8;3;;
0877288747;Practical Solitary Magic;3;27;4.5;;
074352070X;Instant Rapport;3;25;3;;
0345440331;Why God Won t Go Away Brain Science and the Biology of Belief;3;60;3;;
0471143146;Forbes® Greatest Business Stories of All Time;3;11;4;;
0446675210;Big Deal Mergers and Acquisitions in the Digital Age;3;23;4;;
0471273457;Buzz Harness the Power of Influence and Create Demand;3;10;4.5;;
B00006FMCA;Shackleton s Antarctic Adventure Large Format;3;15;4;;
1580624820;Make Your First Million in Network Marketing Proven Techniques You Can Use to Achieve Financial Success;3;10;4.5;;
1886785058;Reiki The Healing Touch;3;28;4.5;;
0743526589;The Psychology of Achievement Develop the Top Achiever s Mindset;3;15;4.5;;
0140245480;The Red Queen Sex and the Evolution of Human Nature;3;44;4.5;;
0195135326;Information Graphics A Comprehensive Illustrated Reference;3;8;4;;
0843174919;Follow Your Heart;3;16;5;;
0449911578;Grow Rich With Peace of Mind;3;12;5;;
0684856204;Endangered Minds Why Children Don t Think And What We Can Do About It;3;10;4;;
0814470831;The Accidental Salesperson How to Take Control of Your Sales Career and Earn the Respect and Income You Deserve;3;42;5;;
019511552X;The Problems of Philosophy;3;19;4.5;;
0140440488;The Republic Penguin Classics;3;60;4.5;;
0674005082;Strategy The Logic of War and Peace;3;10;3.5;;
096231739X;Coin Laundries Road to Financial Independence A Complete Guide to Starting and Operating Profitable Self Service Laundries;3;5;5;;
0393310728;How to Lie With Statistics;3;60;4.5;;
0205193587;Evolutionary Psychology The New Science of the Mind;3;14;4.5;;
1574533320;Friendship With God An Uncommon Dialogue;3;93;4;;
0192892878;Evolution Oxford Readers;3;4;5;;
0823023753;How to Draw What You See;3;11;3.5;;
1586214365;Rich Dad s Prophecy Why the Biggest Stock Market Crash in History is Still Coming and How You Can Prepare Yourself and Profit From It;3;101;3.5;;
0811819906;The Mediterranean Herb Cookbook Fresh and Savory Recipes from the Mediterranean Garden;3;4;4.5;;
0872201783;Leviathan With Selected Variants from the Latin Edition of 1668 Hackett Classics;3;4;4;;
1567186890;Green Witchcraft II Balancing Light Shadow Green Witchcraft;3;11;4.5;;
1930722036;The Soul in the Computer The Story of a Corporate Revolutionary;3;7;5;;
1565548574;See You at the Top;3;13;4.5;;
067163514X;Drawing on the Artist Within;3;14;3.5;;
0877880727;Christian Writers Market Guide 2003 Christian Writers Market Guide;3;5;5;;
0060514922;One Minute Sales Person The The Quickest Way to Sell People on Yourself Your Services Products or Ideas at Work and in Life;3;26;4;;
1559276517;Smart Couples Finish Rich Nine Steps to Creating a Rich Future For You and Your Partner;3;40;4.5;;
0898798140;Writing Articles About the World Around You;3;10;5;;
1885167555;How Winners Sell 21 Proven Strategies to Outsell Your Competition and Win the Big Sale;3;12;5;;
0967205905;Effort Less Marketing for Financial Advisors;3;56;5;;
1557782814;Life Energy Using the Meridians to Unlock the Hidden Power of Your Emotions;3;9;4.5;;
1574530445;Synchronicity The Inner Path of Leadership;3;33;4;;
0963037900;How to Get the Women You Desire into Bed;3;65;3;;
B000065V2S;Hillary s Choice;3;66;3;;
0071351221;Let Go of Clutter;3;16;4.5;;
1577310489;Living in the Light Guide to Personal and Planetary Transformation;3;19;4.5;;
1572180714;Markup Profit A Contractor s Guide;3;6;4.5;;
1567183816;Summoning Spirits The Art of Magical Evocation Llewellyn s Practical Magick Series;3;36;4;;
0674993047;Plato The Republic Books Vi X Loeb Classical Library;3;60;4.5;;
0967473004;Marketing for the Legal Nurse Consultant;3;10;5;;
1561707538;Visionseeker Shared Wisdom from the Place of Refuge;3;7;4;;
1585421162;The Circle;3;26;5;;
0895553872;Catholic Controversy St Francis De Sales Defense of the Faith;3;8;5;;
0738208507;Small Pieces Loosely Joined A Unified Theory of the Web;3;23;4;;
047135659X;The Masterbrand Mandate The Management Strategy That Unifies Companies and Multiplies Value;3;12;4.5;;
0743227905;The Big Red Fez How To Make Any Web Site Better;3;36;4;;
0919345638;Spells and How They Work;3;6;4;;
0375413251;All I Could Get;3;21;3.5;;
0446610860;The Rules TM for Marriage Time Tested Secrets for Making Your Marriage Work;3;28;2;;
0743201256;The Comedy Bible From Stand up to Sitcom The Comedy Writer s Ultimate How To Guide;3;26;4.5;;
1586214357;Rich Dad s Prophecy Why the Biggest Stock Market Crash in History is Still Coming and How You Can Prepare Yourself and Profit From It;3;101;3.5;;
0070718296;Be A Successful Building Contractor;3;6;3;;
0887309968;Rules For Revolutionaries;3;94;4.5;;
1567310249;The Lessons of History;3;19;5;;
0945320132;Understanding Statistical Process Control;3;7;4.5;;
0873529863;MLA Handbook for Writers of Research Papers Sixth Edition;3;40;4.5;;
1573922390;How to Think Straight An Introduction to Critical Reasoning;3;16;3;;
0679761659;Train Go Sorry Inside a Deaf World Vintage;3;9;4;;
1567182003;New Chakra Healing The Revolutionary 32 Center Energy System Llewellyn s Whole Life Series;3;5;4;;
0800755936;Self Talk Key to Personal Growth;3;6;4;;
1580621376;Surviving Infidelity Making Decisions Recovering from the Pain;3;11;4.5;;
1572240776;Don t Take It Personally The Art of Dealing With Rejection;3;8;5;;
0764553755;Sales Proposals Kit for Dummies;3;5;5;;
0471207942;The Wellness Revolution How to Make a Fortune in the Next Trillion Dollar Industry;3;20;4;;
1591840066;The Wal Mart Decade How a New Generation of Leaders Turned Sam Walton s Legacy into the World s 1 Company;3;10;3;;
0060955368;Alien Agenda Investigating the Extraterrestrial Presence Among Us;3;74;4;;
0268001030;Four Cardinal Virtues;3;8;5;;
0071349243;Leading Self Directed Work Teams;3;7;4.5;;
0803972393;Profiling Violent Crimes An Investigative Tool;3;12;4;;
0785264868;What Your Doctor Doesn t Know About Nutritional Medicine May Be Killing You;3;14;4.5;;
0786198516;The Problem of Pain;3;48;4.5;;
0764110799;Bookkeeping the Easy Way Bookkeeping the Easy Way 3rd ed;3;9;3;;
0911203400;The Mystic Path to Cosmic Power;3;16;5;;
0688103804;The One Minute Manager Meets the Monkey;3;18;4.5;;
0865472750;Home Economics;3;4;3.5;;
0446529117;It s Your Ship Management Techniques from the Best Damn Ship in the Navy;3;57;4.5;;
0684842254;The CODE Time Tested Secrets for Getting What You Want from Women Without Marrying Them;3;17;3;;
1557044767;Success Life How to Catch and Live Your Dream A Zentrepeneur s Guide Success at Life;3;45;4;;
0743510127;Permission Marketing Turning Strangers Into Friends And Friends Into Customers;3;114;4;;
0310250005;Building a Contagious Church;3;20;4;;
0140447180;The Autobiography of Benvenuto Cellini Penguin Classics;3;11;4.5;;
0534261248;Data Analysis and Decision Making With Microsoft Excel;3;8;4.5;;
0688172164;Doing Less and Having More Five Easy Steps for Achieving Your Dreams;3;6;4.5;;
0658009397;How to Get the Most Out of Trade Shows;3;6;5;;
088730995X;Rules For Revolutionaries The Capitalist Manifesto for Creating and Marketing New Products and Services;3;94;4.5;;
0273656058;The Web Content Style Guide An Essential Reference for Online Writers Editors and Managers;3;14;3;;
029271159X;America s First Cuisines;3;4;5;;
0609805290;The Last Hours of Ancient Sunlight Waking Up to Personal and Global Transformation;3;69;4.5;;
1885167407;Secret Formulas of the Wizard of Ads;3;29;4.5;;
0671660772;The One Minute Manager Meets the Monkey;3;18;4.5;;
068485256X;The LAST TEMPTATION OF CHRIST;3;72;4.5;;
0471592242;Trading for a Living Psychology Trading Tactics Money Management;3;152;4.5;;
014019536X;Drawing Down the Moon Witches Druids Goddess Worshippers and Other Pagans in America Today;3;100;4.5;;
0835607771;Visual Journaling Going Deeper Than Words;3;9;4;;
0874810418;How to Know God The Yoga Aphorisms of Patanjali;3;11;4.5;;
089526711X;Das Kapital New Edition;3;18;3.5;;
1564967980;Digital Photography for Graphic Designers From Photo Shoots to Image Output;3;9;4.5;;
0446391336;Instant Rapport;3;25;3;;
189212338X;Colors for Your Every Mood Discover Your True Decorating Colors;3;22;4.5;;
0030223733;Strategic Management A Managerial Perspective Dryden Press Series in Management;3;4;4;;
0195066618;Writing Under Pressure The Quick Writing Process;3;6;5;;
0446520942;Selling the Invisible A Field Guide to Modern Marketing;3;113;4.5;;
1567310044;Body Language;3;30;3;;
1573229547;Satellite Sisters Uncommon Senses;3;21;4.5;;
0595144144;Manifesting 101 Beyond Essays Tools for Creating User Friendly Physics or How to Get What You Want W O Goofing It Up First;3;10;4.5;;
0140442014;The Social Contract Penguin Classics;3;14;4;;
0671505947;Instant Rapport;3;25;3;;
0743525035;Putting the One Minute Manager to Work;3;7;4.5;;
0324183518;Financial Accounting An Introduction to Concepts Methods and Uses;3;5;2.5;;
1882577981;The Declaration of Independence and the Constitution of the United States;3;6;5;;
0312154291;Probable Tomorrows How Science and Technology Will Transform Our Lives in the Next Twenty Years;3;5;4;;
0156870118;Surprised by Joy The Shape of My Early Life;3;39;4.5;;
0962713821;Back Care Basics A Doctor s Gentle Yoga Program for Back and Neck Pain Relief;3;21;4.5;;
1588276821;The Autobiography of Benvenuto Cellini;3;11;4.5;;
0446678643;Real Estate Riches How to Become Rich Using Your Banker s Money;3;122;3;;
0201637731;Microeconomics 2nd Edition;3;5;3;;
0440223881;Superlearning 2000 New Triple Fast Ways You Can Learn Earn and Succeed in the 21st Century;3;27;3;;
0452281113;365 Ways to Become a Millionaire Without Being Born One;3;7;4.5;;
1565847032;Understanding Power The Indispensable Chomsky;3;70;4.5;;
1591840031;Perfect Enough Carly Fiorina and the Reinvention of Hewlett Packard;3;28;3;;
0446678325;Loopholes of the Rich How the Rich Legally Make More Money and Pay Less Tax;3;40;4;;
0786887117;The Memory Bible An Innovative Strategy for Keeping Your Brain Young;3;15;4.5;;
0471381403;I Know What You re Thinking Using the Four Codes of Reading People to Improve Your Life;3;10;3.5;;
0785243038;Evidence That Demands a Verdict 1 Evidence That Demands a Verdict;3;54;3.5;;
0312284543;Getting Everything You Can Out of All You ve Got 21 Ways You Can Out Think Out Perform and Out Earn the Competition;3;115;4.5;;
0071363483;Technical Analysis from A to Z 2nd Edition;3;30;4;;
1561708194;The Reconnection Heal Others Heal Yourself;3;32;4;;
0750674601;Go To Market Strategy Advanced Techniques and Tools for Selling More Products to More Customers More Profitably;3;11;5;;
1576751244;Attracting Perfect Customers The Power of Strategic Synchronicity;3;21;4.5;;
1582700508;Taming Your Inner Brat A Guide for Transforming Self Defeating Behavior;3;13;4.5;;
0684841487;COMPETITIVE STRATEGY TECHNIQUES FOR ANALYZING INDUSTRIES AND COMPETITORS;3;32;4.5;;
1555535615;The First World Series and the Baseball Fanatics of 1903;3;4;4;;
0195133153;The Tibetan Book of the Great Liberation or the Method of Realizing Nirvana Through Knowing the Mind Proceded by an Epitome of Padma Sambhava s Biogr gs According to English Renderings by Sardar;3;8;4.5;;
1885167504;Marketing Outrageously;3;24;4.5;;
0875420575;Scottish Witchcraft The History and Magick of the Picts Llewellyn s Modern Witchcraft Series;3;21;3;;
0066620627;How to Get Publicity And Make the Most of It Once You ve Got It;3;5;4.5;;
0793155606;Legendary Brands Unleashing the Power of Storytelling to Create a Winning Market Strategy;3;6;4;;
0553067966;The Simple Living Guide;3;46;4.5;;
0028639642;The Complete Idiot s Guide to Vitamins and Minerals 2nd Edition;3;4;5;;
0393314677;The Republic;3;60;4.5;;
0375407723;The Brand You 50 Or Fifty Ways to Transform Yourself from an Employee into a Brand That Shouts Distinction Commitment and Passion;3;50;4.5;;
1587360942;The Science of Getting Rich or Financial Success Through Creative Thought;3;11;5;;
0879753455;Republic Great Books in Philosophy;3;59;4.5;;
0312204213;Mama Drama Making Peace with the One Woman Who Can Push Your Buttons Make You Cry and Drive You Crazy;3;4;4.5;;
0963706861;The Kidney Stones Handbook A Patient s Guide to Hope Cure and Prevention;3;8;5;;
1564145301;The Well Read Witch Essential Books for Your Magickal Library;3;11;4;;
189125202X;Yoga Short Forms;3;25;4.5;;
1884956173;Damn Why Didn t I Write That How Ordinary People are Raking in 100 000 00 or more Writing Nonfiction Books How You Can Too;3;33;5;;
1573220965;The Dark Side of the Light Chasers Reclaiming Your Power Creativity Brilliance and Dreams;3;90;4.5;;
0071375627;Maverick Investing Building Extraordinary Wealth Through Unconventional Principles;3;9;4.5;;
0671727524;How to Get Your Point Across in 30 Seconds or Less;3;19;4.5;;
1559278102;Longitudes and Attitudes Exploring the World After September 11;3;84;4;;
0262540428;Elbow Room The Varieties of Free Will Worth Wanting;3;11;4.5;;
0684826631;Eyewitness to Power The Essence of Leadership Nixon to Clinton;3;39;4.5;;
0738203807;The New Corporate Cultures Revitalizing the Workplace After Downsizing Mergers and Reengineering;3;4;4.5;;
0446677566;Start Small Finish Big 15 Key Lessons to Start and Run Your Own Successful Business;3;14;4.5;;
085435493X;The Boy Who Saw True;3;12;4.5;;
0385503024;World on Fire How Exporting Free Market Democracy Breeds Ethnic Hatred and Global Instability;3;63;3.5;;
0471498114;Inventing Money The Story of Long Term Capital Management and the Legends Behind It;3;39;4;;
0738703192;Solitary Witch The Ultimate Book of Shadows for the New Generation;3;88;3.5;;
0312152175;Surfing the Himalayas A Spiritual Adventure;3;71;3.5;;
0071385088;Investing in Separate Accounts;3;8;4.5;;
0130165832;Microeconomics 5th Edition;3;17;3;;
0471180416;Overdrive Bill Gates and the Race to Control Cyberspace;3;16;3.5;;
007248389X;Statistical Techniques in Business and Economics with CD Rom;3;9;4;;
156860064X;Writing Nonfiction Turning Thoughts into Books;3;13;4.5;;
0618035915;Chemistry;3;40;4;;
189000989X;The Spirit of Leadership Optimizing Creativity and Change in Organizations;3;5;3.5;;
1572305258;The Bipolar Disorder Survival Guide What You and Your Family Need to Know;3;26;5;;
0694517291;Think Yourself Thin The Visualization Technique That Will Make You Lose Weight Without Diet or Exercise;3;18;4;;
0809229897;How to Make Anyone Fall in Love with You;3;91;4;;
0029331552;TRANSFORMATION OF WAR;3;12;5;;
1586211943;Swimming Across A Memoir;3;26;4.5;;
1582611823;Marketing Your Dreams Business and Life Lessons from Bill Veeck Baseball s Marketing Genius;3;6;4.5;;
1579510140;Living Cheaply With Style Live Better and Spend Less;3;5;2.5;;
1401396674;Fish Sticks A Remarkable Way to Adapt to Changing Times and Keep Your Work Fresh;3;12;4;;
0849313082;The Neurophysics of Human Behavior Explorations at the Interface of the Brain Mind Behavior and Information;3;5;5;;
0425104257;Putting the One Minute Manager to Work;3;7;4.5;;
1556815387;Logic for Lawyers A Guide to Clear Legal Thinking;3;4;5;;
055337978X;Finding Serenity in the Age of Anxiety;3;13;4.5;;
039373031X;The Business Side of Creativity The Complete Guide for Running a Graphic Design or Communications Business;3;18;5;;
0060984031;The Third Chimpanzee The Evolution and Future of the Human Animal;3;62;4.5;;
0192835971;The Social Contract;3;14;4;;
1580622577;The Ultimate Sales Letter Boost Your Sales With Powerful Sales Letters Based on Madison Avenue Techniques;3;18;5;;
0618104682;Guerrilla Creativity Make Your Message Irresistible with the Power of Memes;3;5;4.5;;
0761906320;Images of Organization;3;14;4;;
0965761738;121 Internet Businesses You Can Start from Home Plus a Beginners Guide to Starting a Business Online;3;18;3.5;;
0787950777;Brand Asset Management;3;15;4;;
0761924191;Coaching Manager Developing Top Talent in Business;3;7;4.5;;
1893384152;How to Create Multiple Streams of Income Buying Homes in Nice Areas With Nothing Down;3;64;4.5;;
0671520601;Putting The One Minute Manager To Work;3;7;4.5;;
1879831007;Iceman Inheritance Prehistoric Sources of Western Man s Racism Sexism and Aggression;3;7;3;;
0201702258;Writing Effective Use Cases;3;38;4.5;;
1574532960;Conversations With God An Uncommon Dialogue Book Three Audio Volume III;3;237;4.5;;
0941188361;Screenwriting on the Internet Researching Writing and Selling Your Script on the Web;3;6;4;;
0072294345;Financial Markets and Corporate Strategy Solutions Manual;3;13;3;;
1573222089;Satellite Sisters Uncommon Senses;3;21;4.5;;
1560252758;The Gangs of New York An Informal History of the Underworld;3;38;4;;
0835600084;Thought Forms;3;5;4.5;;
0321127307;The Complete Manual of Typography;3;10;4.5;;
0743517784;Organizing from the Inside Out The Foolproof System for Organizing Your Home Your Office and Your Life;3;129;4.5;;
0380785080;101 Ways Promote Yourself Tricks Of The Trade For Taking Charge Of Your Own Success;3;63;4.5;;
0967162408;Thinking Like An Entrepreneur;3;6;4.5;;
0471266345;The Power of Persuasion How We re Bought and Sold;3;5;5;;
052148443X;Plato The Republic Cambridge Texts in the History of Political Thought;3;60;4.5;;
0446679704;Swimming Across A Memoir;3;26;4.5;;
0767909089;How to Heal a Broken Heart in 30 Days A Day by Day Guide to Saying Good bye and Getting On With Your Life;3;14;4.5;;
0321118022;Beginner s Final Cut Pro Learn to Edit Digital Video;3;6;3.5;;
0321043693;The Puritan Dilemma The Story of John Winthrop 2nd Edition;3;13;3;;
1585970964;Time Management is an Oxymoron;3;15;5;;
0393301354;My Voice Will Go With You The Teaching Tales of Milton H Erickson M D;3;14;5;;
0446673870;Chinese Business Etiquette A Guide to Protocol Manners and Culture in the People s Republic of China A Revised and Updated Edition of Dealing with the Chinese;3;7;4.5;;
0446394831;Learning to Leave A Women s Guide;3;11;4.5;;
0937765023;America s Secret Establishment;3;19;4;;
0883856379;Game Theory and Strategy New Mathematical Library;3;5;5;;
0226245330;Conquest of Abundance A Tale of Abstraction versus the Richness of Being;3;4;4.5;;
0767913396;There Must Be More Than This Finding More Life Love and Meaning by Overcoming Your Soft Addictions;3;39;4.5;;
0446676926;Messages from the Masters Tapping into the Power of Love;3;31;4.5;;
0970919506;Getting Your Slice of the Pie A Definitive Source for Prospering in Pizza;3;7;4.5;;
0767900332;Revenue Management;3;14;3.5;;
0671505882;The ART OF EXCEPTIONAL LIVING;3;32;4.5;;
0465037488;How Much Is Enough Harness the Power of Your Money Story And Change Your Life;3;15;4.5;;
0915811502;Bridge of Light Tools of Light for Spiritual Transformation Awakened Life Book 1;3;11;4.5;;
0684802031;First Things First To Live to Love to Learn to Leave a Legacy;3;59;4.5;;
0226465551;Everything for Sale The Virtues and Limits of Markets;3;16;3.5;;
0787940216;The Business of Consulting The Basics and Beyond;3;50;4.5;;
0446522686;Big Deal The Battle for Control of America s Leading Corporations;3;23;4;;
0451184777;The Secrets of Sensual Lovemaking The Ultimate in Female Ecstasy;3;24;4.5;;
0761925945;Profiling Violent Crimes An Investigative Tool;3;12;4;;
0130461083;Leading Strategic Change;3;7;4.5;;
0684811634;Learn to Earn A Beginner s Guide to the Basics of Investing and Business;3;51;4;;
0743517776;Organizing from the Inside Out The Foolproof System for Organizing Your Home Your Office and Your Life;3;129;4.5;;
1929284004;The Learning Revolution;3;9;4.5;;
078688777X;Get Clark Smart The Ultimate Guide to Getting Rich from America s Money Saving Expert;3;18;4;;
0609801864;9 Steps to Financial Freedom Practical and Spiritual Steps So You Can Stop Worrying;3;178;4;;
0805460845;When the Vow Breaks A Survival and Recovery Guide for Christians Facing Divorce;3;6;4.5;;
020152385X;Healthy Pleasures;3;7;5;;
1566251621;Million Dollar Mailings;3;6;5;;
0446393592;If it Ain t Broke Break It And Other Unconventional Wisdom for a Changing Business World;3;8;3.5;;
0553478680;Babyhood;3;50;4.5;;
0345383044;Jihad vs McWorld How Globalism and Tribalism Are Reshaping the World;3;65;3;;
0809225131;Should I Stay Or Go How Controlled Separation CS Can Save Your Marriage;3;18;4.5;;
0310412412;Network Leader s Guide;3;5;5;;
1861871082;The Precious Present Helen Exley Giftbook;3;30;5;;
0425101703;The Ultimate Secrets of Total Self Confidence;3;35;4;;
1886785031;Reiki The Healing Touch;3;28;4.5;;
0786118105;The Problem of Pain;3;48;4.5;;
0915811626;Creating Miracles Understanding the Experience of Divine Intervention;3;8;5;;
0471899992;Inventing Money The Story of Long Term Capital Management and the Legends Behind It;3;39;4;;
0787957127;Flawless Consulting Set Flawless Consulting Second Edition and The Flawless Consulting Fieldbook;3;26;4;;
0787962554;Building the Brand Driven Business Operationalize Your Brand to Drive Profitable Growth;3;10;3.5;;
0071362363;The Intelligent Asset Allocator How to Build Your Portfolio to Maximize Returns and Minimize Risk;3;31;5;;
0385472080;The Ultimate Journey;3;20;4.5;;
0385468059;The Precious Present;3;30;5;;
1881052826;The 4 Routes to Entrepreneurial Success;3;8;5;;
067179437X;How I Raised Myself from Failure to Success in Selling;3;43;5;;
0471380717;Strategic Management;3;8;4;;
091641079X;Learn Faster Remember More The Developing Brain the Maturing Years and the Experienced Mind;3;6;3;;
0929071557;101 Ways To Promote Yourself;3;63;4.5;;
187842422X;The Nature of the Psyche Its Human Expression Seth Seth Book;3;8;5;;
079316799X;Art of Client Service;3;18;5;;
0553370715;Time Management for Unmanageable People The Guilt Free Way to Organize Energize and Maximize Your Life;3;9;4;;
1582343292;Bad Hair;3;13;4.5;;
0802139752;The China Dream The Quest for the Last Great Untapped Market on Earth;3;12;3.5;;
0875165516;Dynamic Laws of Prosperity;3;36;5;;
1885167474;Power Networking Second Edition 59 Secrets for Personal Professional Success;3;18;4;;
0130328472;Organizational Behavior A Diagnostic Approach 7th Edition;3;4;2.5;;
068482471X;Darwin s Dangerous Idea Evolution and the Meanings of Life;3;124;4;;
0918226333;Kirsch s Handbook of Publishing Law For Author S Publishers Editors and Agents;3;6;5;;
0811902552;The Greatest Miracle in the World;3;47;4.5;;
067339347X;The Puritan Dilemma The Story of John Winthrop Library of American Biography;3;13;3;;
076790088X;Upstart Start Ups How 34 Young Entrepreneurs Overcame Youth Inexperience and Lack of Money to Create Thriving Businesses;3;25;4;;
0273650165;NLP Business Masterclass;3;7;3.5;;
0674992628;Plato The Republic Books I V Loeb 237;3;60;4.5;;
0310221498;Building a Contagious Church Revolutionizing the Way We View and Do Evangelism;3;20;4;;
0802811892;Basic Christianity;3;17;4.5;;
0942540069;The 14 Day Stress Cure A New Approach for Dealing With Stress That Can Change Your Life;3;4;5;;
067189515X;The Psychology of Achievement;3;15;4.5;;
1561705365;Silent Power;3;13;4.5;;
0877846901;Basic Christianity;3;17;4.5;;
006093574X;The Essential Drucker The Best of Sixty Years of Peter Drucker s Essential Writings on Management;3;26;4.5;;
0399525386;Say Please Say Thank You The Respect We Owe One Another;3;5;5;;
0679424954;Raving Fans A Revolutionary Approach to Customer Service reissue;3;74;4;;
0071357750;Loyalty com Customer Relationship Management in the New Era of Internet Marketing;3;14;4;;
1576750310;Synchronicity The Inner Path of Leadership;3;33;4;;
0872201775;Leviathan With Selected Variants from the Latin Edition of 1668;3;4;4;;
1880032627;Creative Visualization Use the Power of Your Imagination to Create What You Want in Your Life;3;61;4.5;;
0835604381;The Astral Body And Other Astral Phenomena Classics Series;3;7;4.5;;
0973192208;Psychology of the Hero Soul;3;9;5;;
0844223484;Sales Letters That Sizzle All the Hooks Lines and Sinkers You ll Ever Need to Close Sales;3;4;4;;
0312254288;The Thinking Person s Guide to Sobriety;3;31;4;;
0452278015;Ask the Headhunter Reinventing the Interview to Win the Job;3;48;4.5;;
0140260234;Language Myths;3;10;4.5;;
0913098604;In the Presence of Fear Three Essays for a Changed World The New Patriotism Series Vol 1 The New Patriotism Series;3;5;4.5;;
188105294X;Synchronicity The Inner Path of Leadership;3;33;4;;
080102613X;Let the Nations Be Glad 2d ed;3;18;5;;
0931580439;How to Survive the Loss of a Love;3;87;5;;
0965680908;Complete Story of the Course The History the People and the Controversies Behind A Course in Miracles;3;7;5;;
0814471234;The Emotional Intelligence Activity Book 50 Activities for Promoting Eq at Work;3;7;4.5;;
0811908402;The Greatest Miracle in the World;3;47;4.5;;
0072294337;Financial Markets Corporate Strategy;3;13;3;;
1930853025;Learning How to Learn The Ultimate Learning and Memory Instruction;3;6;4;;
0060558202;The Right Questions Ten Essential Questions to Guide You to an Extraordinary Life;3;34;4.5;;
097150010X;Pyramids Are Tombs;3;5;5;;
0446524026;Start Small Finish Big Fifteen Key Lessons to Start and Run Your Own Successful Business;3;14;4.5;;
0871402114;Marriage and Morals;3;5;4.5;;
0688179509;She Wants a Ring and I Don t Wanna Change a Thing How a Man Can Overcome His Fears of Commitment and Marriage;3;22;4.5;;
1565078616;Loving God With All Your Mind;3;11;4.5;;
0256099391;Financial Markets Corporate Strategy;3;13;3;;
